,mut_NB_f4,mut_NB_f5
g07219,0,0
g07220,0,0
g07221,0,0
g07222,0,0
g07223,0,0
g07224,0,0
g07225,0,1
g07226,202,150
g07227,1608,1174
g07228,1660,1460
g07229,0,0
g07230,0,0
g07231,90,77
g07232,2,7
g07233,354,253
g07234,38,30
g07235,0,0
g07236,350,409
g07237,206,158
g07238,983,870
g07239,1438,1145
g07240,3,2
g07241,59,40
g07242,53,45
g07243,728,589
g07244,176,136
g07245,45,28
g07246,0,0
g07247,0,0
g07248,0,0
g07249,0,0
g07250,0,0
g07251,0,0
g07252,0,0
g07253,0,0
g07254,0,0
g07255,0,0
g07256,0,0
g07257,0,0
g07258,0,0
g07259,0,0
g07260,0,0
g07261,0,0
g07262,0,0
g07263,0,0
g07264,0,0
g07265,0,0
g07266,0,0
g07267,0,0
g07268,0,0
g07269,0,0
g07270,0,0
g07271,0,0
g07272,0,0
g07273,0,0
g07274,0,0
g07275,0,0
g07276,0,0
g07277,0,0
g07278,0,0
g07279,0,0
g07280,0,0
g07281,0,0
g07282,0,0
g07283,0,0
g07284,0,0
g07285,0,0
g07286,0,0
g07287,0,0
g07288,0,0
g07289,0,0
g07290,0,0
g07291,0,0
g07292,0,0
g07293,0,0
g07294,0,0
g07295,0,0
g07296,0,0
g07297,0,0
g07298,0,0
g07299,0,0
g07300,0,0
g07301,0,0
g07302,0,0
g07303,0,0
g07304,0,0
g07305,0,0
g07306,0,0
g07307,0,0
g07308,0,0
g07309,0,0
g07310,0,0
g07311,0,0
g07312,0,0
g07313,0,0
g07314,0,0
g07315,0,0
g07316,0,0
g07317,0,0
g07318,0,0
g07319,0,0
g07320,0,0
g07321,0,0
g07322,0,0
g07323,0,0
g07324,0,0
g07325,0,0
g07326,0,0
g07327,0,0
g07328,0,0
g07329,0,0
g07330,0,0
g07331,0,0
g07332,0,0
g07333,0,0
g07334,0,0
g07335,0,0
g07336,0,0
g07337,0,0
g07338,0,0
g07339,0,0
g07340,0,0
g07341,0,0
g07342,0,0
g07343,0,0
g07344,0,0
g07345,0,0
g07346,0,0
g07347,0,0
g07348,0,0
g07349,0,0
g07350,0,0
g07351,0,0
g07352,0,0
g07353,0,0
g07354,0,0
g07355,0,0
g07356,0,0
g07357,0,0
g07358,0,0
g07359,0,0
g07360,0,0
g07361,0,0
g07362,0,0
g07363,0,0
g07364,0,0
g07365,0,0
g07366,0,0
g07367,0,0
g07368,0,0
g07369,0,0
g07370,0,0
g07371,0,0
g07372,1,0
g07373,0,0
g07374,0,0
g07375,1,0
g07376,1,0
g07377,12,8
g07378,1,1
g07379,0,0
g07380,0,0
g07381,0,0
g07382,0,0
g07383,0,0
g07384,0,0
g07385,0,0
g07386,0,0
g07387,0,0
g07388,0,0
g07389,0,0
g07390,0,0
g07391,0,0
g07392,0,0
g07393,0,0
g07394,0,0
g07395,0,0
g07396,0,0
g07397,0,0
g07398,0,0
g07399,0,0
g07400,0,0
g07401,0,0
g07402,0,0
g07403,0,0
g07404,0,0
g07405,0,0
g07406,0,0
g07407,0,0
g07408,0,0
g07409,0,0
g07410,0,0
g07411,0,0
g07412,0,0
g07413,0,0
g07414,0,0
g07415,0,0
g07416,0,0
g07417,0,0
g07418,0,0
g07419,0,0
g07420,0,0
g07421,0,0
g07422,0,0
g07423,0,0
g07424,0,0
g07425,0,0
g07426,0,0
g07427,0,0
g07428,0,0
g07429,0,0
g07430,1,0
g07431,428,387
g07432,219,173
g07433,3,1
g07434,313,229
g07435,8,10
g07436,336,208
g07437,237,143
g07438,4163,3456
g07439,11,4
g07440,250,264
g07441,24,20
g07442,652,452
g07443,67,60
g07444,116,140
g07445,14,24
g07446,0,0
g07447,35,21
g07448,1396,1087
g07449,64,70
g07450,251,165
g07451,1,1
g07452,15,10
g07453,153,95
g07454,23,6
g07455,406,233
g07456,761,550
g07457,137,83
g07458,704,679
g07459,0,1
g07460,0,0
g07461,23,2
g07462,0,0
g07463,1,2
g07464,32,22
g07465,0,0
g07466,147,114
g07467,192,133
g07468,43,29
g07469,158,94
g07470,426,415
g07471,4,3
g07472,2,0
g07473,1,0
g07474,141,146
g07475,8,4
g07476,0,0
g07477,0,0
g07478,0,1
g07479,43,41
g07480,492,375
g07481,6,3
g07482,375,309
g07483,125,99
g07484,114,77
g07485,334,271
g07486,221,150
g07487,100,71
g07488,662,622
g07489,474,379
g07490,426,436
g07491,27,16
g07492,177,141
g07493,681,679
g07494,50,44
g07495,94,57
g07496,10445,7311
g07497,462,421
g07498,1105,1049
g07499,216,178
g07500,23,18
g07501,154,118
g07502,83,65
g07503,35,21
g07504,28,21
g07505,40,41
g07506,539,306
g07507,1,2
g07508,569,694
g07509,278,337
g07510,51,30
g07511,1,0
g07512,0,0
g07513,0,0
g07514,0,1
g07515,0,0
g07516,0,0
g07517,5,9
g07518,0,0
g07519,0,0
g07520,0,0
g07521,0,0
g07522,0,0
g07523,0,0
g07524,0,0
g07525,0,0
g07526,0,0
g07527,12,4
g07528,5,2
g07529,8,18
g07530,49,35
g07531,111,73
g07532,53,26
g07533,26,25
g07534,292,216
g07535,398,340
g07536,89,70
g07537,872,703
g07538,0,0
g07539,3,0
g07540,6022,6402
g07541,1728,1938
g07542,295,351
g07543,4,7
g07544,111,68
g07545,11,9
g07546,110,85
g07547,0,1
g07548,244,210
g07549,28,7
g07550,527,382
g07551,55,62
g07552,0,1
g07553,15,11
g07554,345,318
g07555,661,510
g07556,1530,1575
g07557,1,3
g07558,0,0
g07559,0,0
g07560,124,105
g07561,0,0
g07562,0,0
g07563,0,0
g07564,5,2
g07565,8,2
g07566,133,88
g07567,471,550
g07568,265,181
g07569,9,4
g07570,6,4
g07571,473,375
g07572,21,32
g07573,895,663
g07574,1,1
g07575,0,1
g07576,103,57
g07577,3,3
g07578,0,0
g07579,92,92
g07580,538,568
g07581,5,3
g07582,4,2
g07583,3,0
g07584,1,0
g07585,3,3
g07586,60,56
g07587,610,541
g07588,0,0
g07589,853,508
g07590,104,92
g07591,15,15
g07592,17,13
g07593,4,5
g07594,0,0
g07595,0,0
g07596,0,0
g07597,0,0
g07598,82,65
g07599,2,1
g07600,0,0
g07601,1,4
g07602,2,6
g07603,519,593
g07604,17,27
g07605,693,654
g07606,0,0
g07607,1,0
g07608,0,0
g07609,0,0
g07610,0,0
g07611,1,0
g07612,2017,2371
g07613,1078,720
g07614,13,10
g07615,0,0
g07616,0,0
g07617,33,9
g07618,884,1062
g07619,581,609
g07620,20,22
g07621,0,0
g07622,72,64
g07623,762,648
g07624,37,31
g07625,12,7
g07626,4,4
g07627,22,36
g07628,1,0
g07629,5,12
g07630,49,28
g07631,2,3
g07632,3,6
g07633,0,0
g07634,0,0
g07635,2965,2067
g07636,287,238
g07637,99,138
g07638,358,327
g07639,431,266
g07640,5,7
g07641,172,149
g07642,2,0
g07643,350,323
g07644,0,0
g07645,10,51
g07646,22,17
g07647,21,13
g07648,380,289
g07649,3,4
g07650,164,139
g07651,3,2
g07652,5865,6161
g07653,20,21
g07654,1,2
g07655,47,94
g07656,3,12
g07657,477,619
g07658,25,54
g07659,2,3
g07660,117,87
g07661,2,0
g07662,0,0
g07663,0,3
g07664,0,0
g07665,123,101
g07666,0,0
g07667,2,3
g07668,1075,675
g07669,1107,1062
g07670,5,5
g07671,0,1
g07672,0,0
g07673,0,0
g07674,50,50
g07675,259,276
g07676,13,20
g07677,90,42
g07678,13,9
g07679,11,3
g07680,5,1
g07681,0,0
g07682,0,0
g07683,2,1
g07684,16,21
g07685,0,0
g07686,0,0
g07687,2,0
g07688,242,303
g07689,0,0
g07690,0,0
g07691,0,0
g07692,0,0
g07693,0,0
g07694,2,5
g07695,0,0
g07696,0,0
g07697,17,29
g07698,0,0
g07699,157,132
g07700,338,232
g07701,34,23
g07702,166,110
g07703,3,3
g07704,1076,1233
g07705,958,816
g07706,982,748
g07707,762,444
g07708,3174,2850
g07709,140,256
g07710,13,6
g07711,28,17
g07712,12,10
g07713,227,249
g07714,0,0
g07715,875,762
g07716,743,615
g07717,1,1
g07718,8,3
g07719,2658,2481
g07720,5769,4488
g07721,174,125
g07722,617,470
g07723,7,2
g07724,2,1
g07725,101,75
g07726,5,2
g07727,891,756
g07728,14,7
g07729,0,0
g07730,7,7
g07731,0,0
g07732,0,0
g07733,1,0
g07734,262,242
g07735,0,0
g07736,1,2
g07737,88,119
g07738,623,605
g07739,1,0
g07740,177,131
g07741,29766,30676
g07742,755,799
g07743,336,242
g07744,2,11
g07745,618,482
g07746,1,0
g07747,0,0
g07748,1,7
g07749,69,65
g07750,2621,1965
g07751,158,134
g07752,5,2
g07753,27,27
g07754,1,0
g07755,95,90
g07756,0,0
g07757,1,0
g07758,794,770
g07759,0,0
g07760,0,0
g07761,0,0
g07762,487,333
g07763,230,123
g07764,9,7
g07765,797,800
g07766,4,10
g07767,15,12
g07768,454,366
g07769,14,7
g07770,1129,1052
g07771,741,553
g07772,133,116
g07773,456,987
g07774,33,18
g07775,0,1
g07776,0,3
g07777,0,2
g07778,384,314
g07779,146,149
g07780,66,21
g07781,1,0
g07782,5,0
g07783,1,0
g07784,71,91
g07785,13,6
g07786,1,0
g07787,0,0
g07788,0,0
g07789,0,0
g07790,842,851
g07791,13,14
g07792,158,159
g07793,0,0
g07794,15,14
g07795,95,65
g07796,110,87
g07797,18,16
g07798,76,52
g07799,0,0
g07800,308,259
g07801,1130,1142
g07802,202,194
g07803,6,2
g07804,0,0
g07805,0,0
g07806,2,0
g07807,0,0
g07808,0,0
g07809,12,10
g07810,2,0
g07811,0,0
g07812,134,135
g07813,814,687
g07814,34,62
g07815,0,0
g07816,0,0
g07817,20,28
g07818,0,3
g07819,0,0
g07820,1,0
g07821,86,103
g07822,144,125
g07823,82,62
g07824,206,195
g07825,97,102
g07826,1515,2367
g07827,0,0
g07828,910,665
g07829,0,0
g07830,79,64
g07831,8,3
g07832,150,127
g07833,673,465
g07834,4414,3420
g07835,232,124
g07836,7,3
g07837,0,0
g07838,1,0
g07839,485,392
g07840,1753,1552
g07841,7944,5729
g07842,4882,4012
g07843,3,7
g07844,0,2
g07845,43,15
g07846,0,0
g07847,0,0
g07848,12,12
g07849,104,68
g07850,1,0
g07851,194,190
g07852,610,618
g07853,2004,1234
g07854,1,1
g07855,0,0
g07856,0,0
g07857,93,85
g07858,0,0
g07859,0,0
g07860,0,0
g07861,0,0
g07862,0,0
g07863,0,0
g07864,0,0
g07865,0,0
g07866,0,0
g07867,0,0
g07868,0,0
g07869,0,0
g07870,0,0
g07871,2,2
g07872,289,351
g07873,0,0
g07874,0,4
g07875,0,0
g07876,0,0
g07877,1,1
g07878,3,7
g07879,4,4
g07880,2,3
g07881,1,0
g07882,59,72
g07883,3,3
g07884,1,1
g07885,0,0
g07886,11,34
g07887,0,2
g07888,230,44
g07889,30,33
g07890,84,72
g07891,108,45
g07892,0,0
g07893,0,0
g07894,154,87
g07895,1,5
g07896,28,19
g07897,682,476
g07898,22,9
g07899,4,2
g07900,0,0
g07901,0,0
g07902,1178,1462
g07903,232,337
g07904,83,48
g07905,0,0
g07906,1224,1241
g07907,190,211
g07908,73,37
g07909,2050,1778
g07910,3832,2601
g07911,3351,2278
g07912,531,556
g07913,43,37
g07914,36,63
g07915,0,1
g07916,10,8
g07917,1152,947
g07918,58,127
g07919,3,2
g07920,2,1
g07921,1,0
g07922,1,0
g07923,2,3
g07924,0,0
g07925,8,8
g07926,2,3
g07927,13,4
g07928,56,33
g07929,1,0
g07930,51,68
g07931,0,0
g07932,2,0
g07933,0,0
g07934,1278,2028
g07935,8,3
g07936,543,585
g07937,31,32
g07938,842,697
g07939,3,1
g07940,104,140
g07941,819,1105
g07942,174,230
g07943,0,1
g07944,1,6
g07945,1,0
g07946,0,0
g07947,9,15
g07948,420,348
g07949,3,1
g07950,190,220
g07951,68,61
g07952,13,18
g07953,0,2
g07954,57,47
g07955,0,0
g07956,16,10
g07957,1159,1269
g07958,51,27
g07959,1238,689
g07960,16,11
g07961,5,1
g07962,127,95
g07963,2,3
g07964,551,375
g07965,220,139
g07966,2684,2269
g07967,169,121
g07968,1,0
g07969,95,98
g07970,78,49
g07971,1075,560
g07972,1,0
g07973,1,2
g07974,11,39
g07975,0,1
g07976,15,6
g07977,0,0
g07978,47,36
g07979,0,0
g07980,220,173
g07981,198,234
g07982,28,21
g07983,10,6
g07984,2,0
g07985,1071,812
g07986,87,73
g07987,7,16
g07988,3,0
g07989,19,9
g07990,18,9
g07991,15,1
g07992,0,0
g07993,17,22
g07994,868,834
g07995,8,17
g07996,0,0
g07997,1,0
g07998,684,551
g07999,1022,918
g08000,2,1
g08001,0,2
g08002,604,451
g08003,1464,1257
g08004,6775,5276
g08005,42,54
g08006,0,0
g08007,261,188
g08008,274,149
g08009,2,0
g08010,0,2
g08011,0,0
g08012,0,0
g08013,0,1
g08014,0,0
g08015,0,0
g08016,1,0
g08017,0,0
g08018,0,0
g08019,5,5
g08020,48,42
g08021,0,0
g08022,2288,1785
g08023,2832,1919
g08024,460,275
g08025,0,2
g08026,6,18
g08027,6,4
g08028,2,1
g08029,4195,3247
g08030,152,175
g08031,129,172
g08032,363,267
g08033,193,106
g08034,986,604
g08035,16,10
g08036,1,1
g08037,0,0
g08038,16,21
g08039,0,0
g08040,90,67
g08041,1,2
g08042,2,1
g08043,970,818
g08044,1,9
g08045,1971,1766
g08046,80,52
g08047,0,0
g08048,5,4
g08049,0,0
g08050,213,102
g08051,79,90
g08052,4,15
g08053,1,0
g08054,1,1
g08055,5,12
g08056,1112,931
g08057,36,22
g08058,1466,1064
g08059,44,42
g08060,0,3
g08061,356,297
g08062,0,0
g08063,15,29
g08064,97,89
g08065,1066,862
g08066,375,324
g08067,1,2
g08068,163,117
g08069,0,18
g08070,0,0
g08071,2063,1649
g08072,1,0
g08073,3,3
g08074,565,441
g08075,0,3
g08076,2,1
g08077,10,4
g08078,1357,801
g08079,568,466
g08080,152,113
g08081,1,0
g08082,3537,3494
g08083,2719,3669
g08084,353,341
g08085,2,0
g08086,350,285
g08087,2874,2535
g08088,442,320
g08089,517,462
g08090,8,9
g08091,1,0
g08092,0,1
g08093,58,35
g08094,1,2
g08095,3677,3104
g08096,30,17
g08097,0,0
g08098,917,756
g08099,397,389
g08100,0,0
g08101,377,296
g08102,4,3
g08103,716,684
g08104,4,6
g08105,59,50
g08106,271,215
g08107,3,3
g08108,0,0
g08109,1,0
g08110,0,0
g08111,116,71
g08112,0,1
g08113,0,0
g08114,0,0
g08115,1,1
g08116,559,534
g08117,0,0
g08118,12,9
g08119,1,0
g08120,0,0
g08121,0,1
g08122,766,581
g08123,0,0
g08124,302,270
g08125,1,0
g08126,0,0
g08127,158,141
g08128,124,87
g08129,0,2
g08130,60,47
g08131,261,260
g08132,0,0
g08133,0,0
g08134,0,0
g08135,10,4
g08136,0,0
g08137,0,0
g08138,0,0
g08139,4,4
g08140,87,160
g08141,0,1
g08142,0,0
g08143,1088,883
g08144,34,14
g08145,814,667
g08146,1,0
g08147,0,0
g08148,0,0
g08149,114,98
g08150,422,467
g08151,118,174
g08152,0,0
g08153,0,0
g08154,0,0
g08155,2,2
g08156,0,0
g08157,0,0
g08158,2059,1477
g08159,11,16
g08160,15,11
g08161,0,0
g08162,330,250
g08163,6,3
g08164,37,42
g08165,220,299
g08166,51,109
g08167,0,0
g08168,121,126
g08169,72,56
g08170,347,345
g08171,2,15
g08172,0,4
g08173,0,3
g08174,173,192
g08175,31,24
g08176,1081,986
g08177,584,526
g08178,60,49
g08179,240,384
g08180,187,165
g08181,1027,751
g08182,190,139
g08183,92,65
g08184,236,100
g08185,2,3
g08186,0,0
g08187,2232,1380
g08188,6,13
g08189,3259,2380
g08190,7,6
g08191,75,64
g08192,590,454
g08193,78,59
g08194,9,6
g08195,696,572
g08196,1171,642
g08197,2,1
g08198,2175,1633
g08199,402,425
g08200,181,168
g08201,450,398
g08202,69,60
g08203,0,0
g08204,317,277
g08205,128,121
g08206,4,7
g08207,0,1
g08208,548,828
g08209,23,35
g08210,7,1
g08211,1,0
g08212,0,0
g08213,2784,2544
g08214,0,0
g08215,5,4
g08216,1,0
g08217,0,0
g08218,0,0
g08219,0,2
g08220,1,2
g08221,87,60
g08222,8,6
g08223,374,307
g08224,53,68
g08225,0,0
g08226,514,392
g08227,0,1
g08228,0,0
g08229,0,2
g08230,1,4
g08231,3,2
g08232,1249,802
g08233,2,12
g08234,21,20
g08235,28,21
g08236,1541,1358
g08237,133,58
g08238,20,17
g08239,0,0
g08240,108,104
g08241,0,0
g08242,0,0
g08243,4,6
g08244,0,0
g08245,0,0
g08246,0,1
g08247,4,1
g08248,1,0
g08249,1,0
g08250,425,436
g08251,82,66
g08252,0,0
g08253,127,118
g08254,1211,1109
g08255,21,18
g08256,273,253
g08257,0,0
g08258,3,0
g08259,5,7
g08260,1176,591
g08261,2,0
g08262,7,5
g08263,48,52
g08264,0,0
g08265,0,0
g08266,0,0
g08267,28,24
g08268,3,3
g08269,792,113
g08270,81,59
g08271,6,1
g08272,34,43
g08273,8,3
g08274,266,236
g08275,9,3
g08276,361,333
g08277,248,245
g08278,25870,21779
g08279,141,122
g08280,17,11
g08281,13,7
g08282,8,4
g08283,2,2
g08284,0,1
g08285,1697,1116
g08286,349,430
g08287,0,1
g08288,11,5
g08289,0,2
g08290,0,0
g08291,0,0
g08292,0,0
g08293,0,0
g08294,0,0
g08295,0,0
g08296,0,0
g08297,2,5
g08298,2,4
g08299,20,17
g08300,3,2
g08301,5,2
g08302,66,41
g08303,84,149
g08304,2,2
g08305,42,25
g08306,2,1
g08307,15,8
g08308,962,752
g08309,28,18
g08310,1187,1257
g08311,20,15
g08312,60,61
g08313,101,106
g08314,71,46
g08315,233,158
g08316,57,47
g08317,72,105
g08318,2883,2600
g08319,72,54
g08320,3927,3179
g08321,864,732
g08322,1210,1095
g08323,25433,26830
g08324,38,24
g08325,0,0
g08326,13013,12206
g08327,1,3
g08328,283,307
g08329,1131,1129
g08330,0,0
g08331,0,0
g08332,0,0
g08333,72,46
g08334,879,438
g08335,293,212
g08336,419,443
g08337,716,658
g08338,217,205
g08339,348,261
g08340,102,93
g08341,6,0
g08342,271,297
g08343,517,421
g08344,8,8
g08345,199,148
g08346,144,120
g08347,0,0
g08348,2,1
g08349,318,181
g08350,80,63
g08351,449,393
g08352,600,499
g08353,3,3
g08354,811,713
g08355,59,28
g08356,787,612
g08357,124,53
g08358,20,12
g08359,0,0
g08360,227,200
g08361,973,1265
g08362,59,39
g08363,42,29
g08364,166,142
g08365,29,20
g08366,75,45
g08367,261,182
g08368,107,107
g08369,44,44
g08370,190,91
g08371,11139,9002
g08372,18,4
g08373,92,59
g08374,5,1
g08375,1,0
g08376,829,734
g08377,0,0
g08378,2,1
g08379,2,0
g08380,0,0
g08381,0,0
g08382,0,0
g08383,0,0
g08384,0,0
g08385,0,0
g08386,0,0
g08387,0,0
g08388,0,0
g08389,2,1
g08390,4,7
g08391,4462,4678
g08392,406,460
g08393,31,9
g08394,1470,1273
g08395,748,694
g08396,0,1
g08397,6,13
g08398,31,42
g08399,0,0
g08400,5,4
g08401,9,3
g08402,27,28
g08403,6,4
g08404,0,0
g08405,40,55
g08406,412,597
g08407,120,161
g08408,3,0
g08409,50,11
g08410,4,9
g08411,2,1
g08412,27,23
g08413,11,25
g08414,0,0
g08415,6,1
g08416,130,32
g08417,58,21
g08418,1,2
g08419,797,637
g08420,133,108
g08421,2,3
g08422,708,601
g08423,70,69
g08424,255,254
g08425,152,173
g08426,2396,1648
g08427,130,94
g08428,5,1
g08429,3104,2421
g08430,5681,5630
g08431,52,22
g08432,156,116
g08433,2414,1971
g08434,2319,2719
g08435,386,419
g08436,561,523
g08437,33,13
g08438,0,0
g08439,2,1
g08440,372,278
g08441,29,19
g08442,57,80
g08443,296,324
g08444,507,444
g08445,82,64
g08446,0,0
g08447,2556,1818
g08448,507,345
g08449,0,0
g08450,36,21
g08451,2436,1593
g08452,0,2
g08453,17,8
g08454,58,26
g08455,439,346
g08456,233,209
g08457,1854,1174
g08458,3417,2853
g08459,10,12
g08460,114,94
g08461,134,154
g08462,36,77
g08463,623,573
g08464,0,0
g08465,1,1
g08466,11,13
g08467,518,346
g08468,405,272
g08469,593,423
g08470,10,8
g08471,9,7
g08472,222,174
g08473,197,161
g08474,2,8
g08475,385,317
g08476,1703,1794
g08477,569,618
g08478,64,65
g08479,2,4
g08480,0,0
g08481,10,16
g08482,519,374
g08483,175,119
g08484,2151,2143
g08485,13,7
g08486,252,261
g08487,158,129
g08488,407,316
g08489,0,0
g08490,2,0
g08491,0,0
g08492,803,722
g08493,565,708
g08494,98,68
g08495,4,3
g08496,430,327
g08497,0,0
g08498,1619,1506
g08499,127,91
g08500,6,8
g08501,2022,2157
g08502,399,232
g08503,0,1
g08504,778,781
g08505,1240,917
g08506,244,197
g08507,823,848
g08508,219,203
g08509,27,25
g08510,482,393
g08511,2,1
g08512,2608,2025
g08513,179,143
g08514,45,56
g08515,0,0
g08516,4,3
g08517,59,44
g08518,3693,3685
g08519,0,0
g08520,5,11
g08521,2,1
g08522,13,11
g08523,0,0
g08524,9,13
g08525,5,4
g08526,1274,756
g08527,12,10
g08528,454,469
g08529,675,485
g08530,391,274
g08531,3,1
g08532,0,0
g08533,0,0
g08534,0,0
g08535,1,0
g08536,0,0
g08537,0,0
g08538,0,0
g08539,0,0
g08540,0,0
g08541,0,1
g08542,3877,3144
g08543,366,277
g08544,36,17
g08545,1,0
g08546,0,1
g08547,14,7
g08548,603,348
g08549,458,397
g08550,1128,1011
g08551,3,2
g08552,458,458
g08553,7,3
g08554,508,345
g08555,31,30
g08556,29,33
g08557,1059,898
g08558,30,81
g08559,39,36
g08560,166,132
g08561,90,39
g08562,315,255
g08563,33,28
g08564,37,25
g08565,0,0
g08566,4,0
g08567,8,2
g08568,959,781
g08569,333,307
g08570,3,2
g08571,22,22
g08572,3,3
g08573,14,16
g08574,9,12
g08575,0,0
g08576,10,4
g08577,30,21
g08578,890,722
g08579,2049,1388
g08580,7,5
g08581,0,0
g08582,8,11
g08583,0,0
g08584,0,0
g08585,1,0
g08586,0,0
g08587,618,754
g08588,245,184
g08589,1081,975
g08590,0,0
g08591,1,1
g08592,3026,2398
g08593,152,83
g08594,1,1
g08595,0,0
g08596,19,7
g08597,81,75
g08598,7,8
g08599,223,139
g08600,22,18
g08601,129,87
g08602,2643,1518
g08603,1807,1592
g08604,1254,1162
g08605,650,488
g08606,7,5
g08607,0,0
g08608,0,0
g08609,2238,1652
g08610,24,20
g08611,102,59
g08612,115,68
g08613,1481,1168
g08614,0,0
g08615,0,0
g08616,0,0
g08617,0,0
g08618,0,0
g08619,2,0
g08620,19,4
g08621,1020,751
g08622,220,145
g08623,490,286
g08624,139,126
g08625,10,14
g08626,9,10
g08627,3787,3140
g08628,66,91
g08629,532,398
g08630,4616,3564
g08631,17,64
g08632,3,4
g08633,241,192
g08634,1262,1149
g08635,207,189
g08636,166,151
g08637,0,0
g08638,0,0
g08639,0,0
g08640,196,148
g08641,33,21
g08642,166,133
g08643,2,2
g08644,404,184
g08645,1,0
g08646,5,5
g08647,0,0
g08648,56,61
g08649,0,1
g08650,1,0
g08651,196,203
g08652,0,0
g08653,80,70
g08654,2,2
g08655,2249,2081
g08656,0,0
g08657,2,0
g08658,0,0
g08659,8,5
g08660,17,16
g08661,0,0
g08662,0,0
g08663,9,10
g08664,52,126
g08665,2,4
g08666,600,459
g08667,93,79
g08668,202,156
g08669,200,163
g08670,73,92
g08671,0,0
g08672,0,0
g08673,0,0
g08674,11,11
g08675,80,91
g08676,160,169
g08677,3697,2868
g08678,19,27
g08679,0,0
g08680,2,1
g08681,0,0
g08682,34,16
g08683,1035,1043
g08684,10,7
g08685,2,1
g08686,1,0
g08687,0,4
g08688,38,44
g08689,2398,1571
g08690,1651,1208
g08691,45,41
g08692,1551,2526
g08693,3519,3923
g08694,1,7
g08695,7,10
g08696,125,134
g08697,4680,5356
g08698,11,19
g08699,2,1
g08700,787,620
g08701,144,110
g08702,395,332
g08703,195,180
g08704,20,24
g08705,687,504
g08706,165,134
g08707,203,141
g08708,1,1
g08709,0,0
g08710,0,0
g08711,0,0
g08712,0,0
g08713,1,0
g08714,0,0
g08715,0,0
g08716,0,0
g08717,0,0
g08718,0,0
g08719,0,0
g08720,0,0
g08721,0,0
g08722,92,79
g08723,2,2
g08724,18,11
g08725,0,1
g08726,415,323
g08727,45,35
g08728,4,1
g08729,202,117
g08730,176,84
g08731,758,622
g08732,80,61
g08733,13,23
g08734,26,25
g08735,2385,2236
g08736,297,139
g08737,0,0
g08738,0,0
g08739,236,138
g08740,392,267
g08741,3583,2769
g08742,19,18
g08743,1,2
g08744,893,711
g08745,347,348
g08746,81,120
g08747,82,121
g08748,379,386
g08749,2,4
g08750,377,406
g08751,286,281
g08752,4,3
g08753,20,13
g08754,0,0
g08755,0,0
g08756,130,70
g08757,5,5
g08758,114,111
g08759,20,11
g08760,1,0
g08761,135,103
g08762,60,39
g08763,4026,2701
g08764,63,32
g08765,34,35
g08766,5,7
g08767,0,0
g08768,9,47
g08769,0,0
g08770,99,98
g08771,26,22
g08772,133,99
g08773,8,8
g08774,191,209
g08775,195,133
g08776,514,635
g08777,0,0
g08778,0,0
g08779,424,364
g08780,21,17
g08781,2627,2292
g08782,127,123
g08783,0,0
g08784,2,0
g08785,298,273
g08786,3,9
g08787,0,0
g08788,1,0
g08789,1,0
g08790,1914,1184
g08791,110,49
g08792,220,232
g08793,126,79
g08794,115,73
g08795,94,60
g08796,16,10
g08797,1319,1314
g08798,947,846
g08799,0,5
g08800,3459,3138
g08801,1,1
g08802,1,2
g08803,5,9
g08804,40,13
g08805,0,0
g08806,28,36
g08807,1315,1223
g08808,17,11
g08809,6,8
g08810,125,64
g08811,46,59
g08812,221,222
g08813,2,1
g08814,5442,3541
g08815,12,4
g08816,155,128
g08817,7,4
g08818,2,0
g08819,0,0
g08820,0,0
g08821,6,0
g08822,1,0
g08823,48,19
g08824,11,12
g08825,1,0
g08826,63,8
g08827,0,0
g08828,0,0
g08829,18,2
g08830,1,1
g08831,3279,274
g08832,1595,163
g08833,10180,3993
g08834,125,17
g08835,2,3
g08836,7,1
g08837,48,7
g08838,13,277
g08839,443098,521177
g08840,1451,1144
g08841,3,3
g08842,67,74
g08843,2099,1633
g08844,14767,9057
g08845,4,6
g08846,3,1
g08847,2,0
g08848,3889,3210
g08849,100,67
g08850,799,566
g08851,9,3
g08852,4,1
g08853,139,67
g08854,522,418
g08855,69,31
g08856,2096,1777
g08857,1938,1799
g08858,132,99
g08859,578,445
g08860,82,71
g08861,167,85
g08862,1,5
g08863,2118,1418
g08864,1,9
g08865,495,505
g08866,975,821
g08867,419,337
g08868,85,80
g08869,32,32
g08870,219,296
g08871,1,5
g08872,6,7
g08873,0,0
g08874,3638,2610
g08875,13,7
g08876,0,0
g08877,0,0
g08878,0,3
g08879,0,3
g08880,0,0
g08881,10,5
g08882,40,44
g08883,35,14
g08884,20,15
g08885,0,0
g08886,29,33
g08887,1,3
g08888,286,227
g08889,621,485
g08890,118,93
g08891,11,130
g08892,622,775
g08893,0,0
g08894,352,417
g08895,6,1
g08896,979,806
g08897,58,38
g08898,0,0
g08899,0,0
g08900,54,50
g08901,5,3
g08902,18,11
g08903,2,0
g08904,1,0
g08905,0,0
g08906,0,0
g08907,0,0
g08908,0,0
g08909,199,150
g08910,2,0
g08911,65,40
g08912,92,75
g08913,335,280
g08914,15,12
g08915,134,95
g08916,31,20
g08917,75,57
g08918,13,15
g08919,436,443
g08920,3522,3175
g08921,0,0
g08922,1,0
g08923,155,123
g08924,208,218
g08925,118,122
g08926,13,18
g08927,6,3
g08928,264,236
g08929,3316,2234
g08930,394,358
g08931,27,18
