,het_NB_f4,het_NB_f5
g06615,13,37
g06616,14,30
g06617,100,113
g06618,67,55
g06619,0,1
g06620,3,14
g06621,0,1
g06622,8,14
g06623,0,0
g06624,212,294
g06625,4,7
g06626,39,31
g06627,101,120
g06628,4,2
g06629,0,0
g06630,125,171
g06631,0,0
g06632,222,250
g06633,73,90
g06634,50,41
g06635,56,65
g06636,7353,4381
g06637,4,16
g06638,16,85
g06639,5,25
g06640,0,1
g06641,0,0
g06642,5,6
g06643,0,0
g06644,0,0
g06645,1352,806
g06646,0,0
g06647,5,2
g06648,472,411
g06649,3,2
g06650,314,252
g06651,1002,1004
g06652,9,13
g06653,305,210
g06654,2229,2994
g06655,5,14
g06656,2,1
g06657,624,340
g06658,396,240
g06659,411,396
g06660,218,239
g06661,0,0
g06662,0,0
g06663,0,0
g06664,0,0
g06665,0,0
g06666,3,2
g06667,12,36
g06668,0,0
g06669,0,1
g06670,0,0
g06671,0,3
g06672,35,58
g06673,0,0
g06674,50,36
g06675,467,431
g06676,1,1
g06677,322,491
g06678,28,86
g06679,149,189
g06680,51,107
g06681,3,0
g06682,628,473
g06683,34,44
g06684,27,70
g06685,96,96
g06686,38,31
g06687,0,0
g06688,0,0
g06689,5,4
g06690,111,125
g06691,0,0
g06692,147,75
g06693,33,11
g06694,0,0
g06695,0,0
g06696,291,314
g06697,0,0
g06698,2,12
g06699,32,63
g06700,320,317
g06701,366,277
g06702,89,90
g06703,16,11
g06704,68,42
g06705,3,8
g06706,0,1
g06707,2956,2033
g06708,12,17
g06709,354,262
g06710,61,77
g06711,0,0
g06712,0,0
g06713,0,0
g06714,0,0
g06715,0,0
g06716,0,0
g06717,0,0
g06718,0,0
g06719,0,0
g06720,0,0
g06721,0,0
g06722,0,0
g06723,0,0
g06724,0,0
g06725,0,0
g06726,0,0
g06727,0,0
g06728,0,0
g06729,0,0
g06730,0,0
g06731,0,0
g06732,0,0
g06733,0,0
g06734,0,0
g06735,0,0
g06736,0,0
g06737,0,0
g06738,0,0
g06739,0,0
g06740,0,0
g06741,0,0
g06742,0,0
g06743,0,0
g06744,0,0
g06745,0,0
g06746,0,0
g06747,0,0
g06748,0,0
g06749,0,0
g06750,0,0
g06751,0,0
g06752,0,0
g06753,0,0
g06754,0,0
g06755,0,0
g06756,0,0
g06757,0,0
g06758,0,0
g06759,0,0
g06760,0,0
g06761,0,0
g06762,0,0
g06763,0,0
g06764,0,0
g06765,0,0
g06766,0,0
g06767,0,0
g06768,0,0
g06769,0,0
g06770,0,0
g06771,0,0
g06772,0,0
g06773,0,0
g06774,0,0
g06775,0,0
g06776,0,0
g06777,0,0
g06778,0,0
g06779,0,0
g06780,0,0
g06781,0,0
g06782,0,0
g06783,0,0
g06784,0,0
g06785,0,0
g06786,0,0
g06787,0,0
g06788,0,0
g06789,0,0
g06790,0,0
g06791,0,0
g06792,0,0
g06793,0,0
g06794,0,0
g06795,0,0
g06796,0,0
g06797,0,0
g06798,0,0
g06799,0,0
g06800,0,0
g06801,0,0
g06802,1,0
g06803,0,0
g06804,0,0
g06805,0,0
g06806,0,0
g06807,0,0
g06808,0,0
g06809,0,0
g06810,0,0
g06811,0,0
g06812,2420,3223
g06813,870,844
g06814,560,341
g06815,95,90
g06816,439,391
g06817,221,225
g06818,35,61
g06819,43,18
g06820,0,0
g06821,0,3
g06822,0,0
g06823,11,8
g06824,2,1
g06825,0,0
g06826,532,452
g06827,111,87
g06828,8,8
g06829,190,288
g06830,196,158
g06831,0,1
g06832,5,3
g06833,0,0
g06834,1,6
g06835,0,0
g06836,1,0
g06837,260,215
g06838,957,716
g06839,607,501
g06840,0,0
g06841,0,0
g06842,5,16
g06843,98,132
g06844,0,0
g06845,1,0
g06846,69,72
g06847,351,294
g06848,2876,2531
g06849,19,45
g06850,265,260
g06851,101,163
g06852,158,119
g06853,194,170
g06854,169,203
g06855,70,25
g06856,645,373
g06857,0,0
g06858,0,0
g06859,23,119
g06860,346,313
g06861,16,72
g06862,48,55
g06863,21,15
g06864,0,7
g06865,157,129
g06866,369,365
g06867,171,191
g06868,22,31
g06869,126,159
g06870,49,64
g06871,6,4
g06872,2605,2132
g06873,6,10
g06874,111,169
g06875,133,78
g06876,2339,1612
g06877,23,27
g06878,2,21
g06879,4,15
g06880,1941,1432
g06881,63,83
g06882,11,13
g06883,52,61
g06884,1174,1054
g06885,253,318
g06886,238,262
g06887,478,353
g06888,1361,1727
g06889,362,304
g06890,146,126
g06891,325,368
g06892,0,1
g06893,66,57
g06894,900,640
g06895,511,494
g06896,77,75
g06897,48,44
g06898,15,29
g06899,137,198
g06900,1,13
g06901,0,1
g06902,0,4
g06903,0,0
g06904,7,6
g06905,0,0
g06906,185,218
g06907,0,1
g06908,362,375
g06909,1450,991
g06910,0,0
g06911,0,0
g06912,3,2
g06913,1389,1379
g06914,2,3
g06915,128,77
g06916,1608,830
g06917,584,254
g06918,0,1
g06919,27,85
g06920,208,143
g06921,0,0
g06922,0,0
g06923,0,0
g06924,1,0
g06925,0,0
g06926,0,0
g06927,0,0
g06928,0,0
g06929,0,0
g06930,0,0
g06931,0,0
g06932,0,0
g06933,0,0
g06934,0,0
g06935,7,7
g06936,919,891
g06937,12,14
g06938,208,236
g06939,488,562
g06940,1635,1016
g06941,1,0
g06942,7,22
g06943,614,567
g06944,0,0
g06945,17,60
g06946,1,0
g06947,83,119
g06948,348,243
g06949,22,41
g06950,0,4
g06951,0,0
g06952,0,0
g06953,13,58
g06954,0,14
g06955,0,0
g06956,168,158
g06957,99,132
g06958,37,30
g06959,308,362
g06960,23,60
g06961,281,271
g06962,2240,2447
g06963,18,37
g06964,1057,881
g06965,147,138
g06966,36,53
g06967,228,200
g06968,8,9
g06969,4,0
g06970,1,0
g06971,0,0
g06972,68,83
g06973,397,331
g06974,50,69
g06975,353,413
g06976,5,11
g06977,4,8
g06978,1264,1238
g06979,34,23
g06980,1221,2381
g06981,737,1087
g06982,87,179
g06983,1068,2076
g06984,13,17
g06985,5,42
g06986,44,45
g06987,280,346
g06988,11,35
g06989,863,653
g06990,343,369
g06991,110,95
g06992,370,310
g06993,1,1
g06994,65,87
g06995,116,122
g06996,235,337
g06997,0,0
g06998,1,12
g06999,223,147
g07000,33,32
g07001,0,0
g07002,59,53
g07003,52,35
g07004,696,601
g07005,7,14
g07006,0,0
g07007,0,1
g07008,0,0
g07009,622,541
g07010,0,0
g07011,2,1
g07012,0,7
g07013,0,0
g07014,0,0
g07015,3,48
g07016,4,17
g07017,5,5
g07018,0,0
g07019,35,26
g07020,42,24
g07021,547,480
g07022,0,0
g07023,0,0
g07024,8,28
g07025,0,0
g07026,0,0
g07027,2,0
g07028,0,0
g07029,1,0
g07030,0,1
g07031,9986,3414
g07032,1,3
g07033,972,550
g07034,2,7
g07035,42,35
g07036,261,357
g07037,2,5
g07038,15798,7779
g07039,3,6
g07040,14,43
g07041,1192,1023
g07042,0,0
g07043,17,32
g07044,2,1
g07045,3148,2908
g07046,2,2
g07047,0,0
g07048,0,0
g07049,0,0
g07050,513,447
g07051,0,0
g07052,0,0
g07053,0,0
g07054,8,17
g07055,418,874
g07056,651,601
g07057,1,1
g07058,0,0
g07059,0,0
g07060,0,0
g07061,12,7
g07062,562,499
g07063,11,18
g07064,71,76
g07065,0,0
g07066,0,0
g07067,0,0
g07068,0,0
g07069,0,0
g07070,0,0
g07071,0,0
g07072,0,0
g07073,0,0
g07074,0,0
g07075,0,0
g07076,0,0
g07077,0,0
g07078,0,0
g07079,0,0
g07080,0,0
g07081,0,0
g07082,0,0
g07083,0,0
g07084,0,0
g07085,0,0
g07086,0,0
g07087,0,0
g07088,8,2
g07089,0,0
g07090,0,0
g07091,0,0
g07092,0,0
g07093,0,0
g07094,0,0
g07095,0,2
g07096,0,0
g07097,0,0
g07098,0,0
g07099,0,0
g07100,0,0
g07101,0,0
g07102,0,0
g07103,0,0
g07104,0,0
g07105,0,0
g07106,0,0
g07107,0,0
g07108,0,0
g07109,0,0
g07110,0,0
g07111,0,0
g07112,0,0
g07113,31,49
g07114,3,11
g07115,305,323
g07116,50,57
g07117,761,542
g07118,122,91
g07119,31,28
g07120,18,16
g07121,16,98
g07122,0,0
g07123,1392,860
g07124,31,19
g07125,0,0
g07126,0,0
g07127,0,0
g07128,0,3
g07129,10,67
g07130,1,0
g07131,8,14
g07132,171,232
g07133,649,463
g07134,2,2
g07135,98,46
g07136,32,120
g07137,161,134
g07138,60,76
g07139,115,116
g07140,371,445
g07141,11082,9443
g07142,37,54
g07143,286,233
g07144,149,111
g07145,974,1084
g07146,0,0
g07147,214,267
g07148,15,29
g07149,143,132
g07150,0,0
g07151,0,0
g07152,1,0
g07153,0,0
g07154,0,0
g07155,777,538
g07156,140,79
g07157,849,545
g07158,2,0
g07159,1,0
g07160,14,43
g07161,0,0
g07162,0,0
g07163,0,0
g07164,0,0
g07165,0,0
g07166,8,4
g07167,0,0
g07168,0,0
g07169,0,0
g07170,0,0
g07171,0,0
g07172,0,0
g07173,0,0
g07174,0,0
g07175,0,0
g07176,0,0
g07177,0,0
g07178,0,0
g07179,0,0
g07180,0,0
g07181,0,0
g07182,0,0
g07183,0,0
g07184,0,0
g07185,0,0
g07186,0,0
g07187,0,0
g07188,0,0
g07189,0,0
g07190,0,0
g07191,152,208
g07192,0,0
g07193,88234,81465
g07194,141,166
g07195,120,151
g07196,5,1
g07197,1,2
g07198,61,77
g07199,273,322
g07200,385,399
g07201,174,138
g07202,1,2
g07203,0,0
g07204,0,0
g07205,0,0
g07206,1,1
g07207,0,0
g07208,102,84
g07209,971,393
g07210,0,1
g07211,1,1
g07212,1181,972
g07213,59,80
g07214,23,8
g07215,0,0
g07216,0,0
g07217,0,0
g07218,0,0
g07219,0,0
g07220,0,0
g07221,0,0
g07222,0,0
g07223,0,0
g07224,0,0
g07225,0,1
g07226,152,181
g07227,1565,958
g07228,1908,1442
g07229,0,0
g07230,0,0
g07231,66,184
g07232,3,7
g07233,308,207
g07234,29,30
g07235,0,0
g07236,265,415
g07237,183,180
g07238,928,958
g07239,1059,1215
g07240,1,0
g07241,41,45
g07242,31,48
g07243,660,620
g07244,159,139
g07245,26,72
g07246,0,0
g07247,0,0
g07248,0,0
g07249,0,0
g07250,0,0
g07251,0,0
g07252,0,0
g07253,0,0
g07254,0,0
g07255,0,0
g07256,0,0
g07257,0,0
g07258,0,0
g07259,0,0
g07260,0,0
g07261,0,0
g07262,0,0
g07263,0,0
g07264,0,0
g07265,0,0
g07266,0,0
g07267,0,0
g07268,0,0
g07269,0,0
g07270,0,0
g07271,0,0
g07272,0,0
g07273,0,0
g07274,0,0
g07275,0,0
g07276,0,0
g07277,0,0
g07278,0,0
g07279,0,0
g07280,0,0
g07281,0,0
g07282,0,0
g07283,0,0
g07284,0,0
g07285,0,0
g07286,0,0
g07287,0,0
g07288,0,0
g07289,0,0
g07290,0,0
g07291,0,0
g07292,0,0
g07293,0,0
g07294,0,0
g07295,0,0
g07296,0,0
g07297,0,0
g07298,0,0
g07299,0,0
g07300,0,0
g07301,0,0
g07302,0,0
g07303,0,0
g07304,0,0
g07305,0,0
g07306,0,0
g07307,0,0
g07308,0,0
g07309,0,0
g07310,0,0
g07311,0,0
g07312,0,0
g07313,0,0
g07314,0,0
g07315,0,0
g07316,0,0
g07317,0,0
g07318,0,0
g07319,0,0
g07320,0,0
g07321,0,0
g07322,0,0
g07323,0,0
g07324,0,0
g07325,0,0
g07326,0,0
g07327,0,0
g07328,0,0
g07329,0,0
g07330,0,0
g07331,0,0
g07332,0,0
g07333,0,0
g07334,0,0
g07335,0,0
g07336,0,0
g07337,0,0
g07338,0,0
g07339,0,0
g07340,0,0
g07341,0,0
g07342,0,0
g07343,0,0
g07344,0,0
g07345,0,0
g07346,0,0
g07347,0,0
g07348,0,0
g07349,0,0
g07350,0,0
g07351,0,0
g07352,0,0
g07353,0,0
g07354,0,0
g07355,0,0
g07356,0,0
g07357,0,0
g07358,0,0
g07359,0,0
g07360,0,0
g07361,0,0
g07362,0,0
g07363,0,0
g07364,0,0
g07365,0,0
g07366,0,0
g07367,0,0
g07368,0,0
g07369,0,0
g07370,0,0
g07371,0,0
g07372,3,1
g07373,0,0
g07374,0,0
g07375,0,0
g07376,0,0
g07377,8,7
g07378,0,0
g07379,0,0
g07380,0,0
g07381,0,0
g07382,0,0
g07383,0,0
g07384,0,0
g07385,0,0
g07386,0,0
g07387,0,0
g07388,0,0
g07389,0,0
g07390,0,0
g07391,0,0
g07392,0,0
g07393,0,0
g07394,0,0
g07395,0,0
g07396,0,0
g07397,0,0
g07398,0,0
g07399,0,0
g07400,0,0
g07401,0,0
g07402,0,0
g07403,0,0
g07404,0,0
g07405,0,0
g07406,0,0
g07407,0,0
g07408,0,0
g07409,0,0
g07410,0,0
g07411,0,0
g07412,0,0
g07413,0,0
g07414,0,0
g07415,0,0
g07416,0,0
g07417,0,0
g07418,0,0
g07419,0,0
g07420,0,0
g07421,0,0
g07422,0,0
g07423,0,0
g07424,0,0
g07425,0,0
g07426,0,0
g07427,0,0
g07428,0,0
g07429,0,0
g07430,1,0
g07431,379,414
g07432,200,174
g07433,0,2
g07434,280,198
g07435,5,15
g07436,284,268
g07437,142,315
g07438,3513,2723
g07439,14,3
g07440,250,257
g07441,21,31
g07442,565,450
g07443,58,41
g07444,103,111
g07445,21,11
g07446,0,0
g07447,20,17
g07448,1117,989
g07449,51,53
g07450,175,144
g07451,0,1
g07452,12,39
g07453,156,104
g07454,8,10
g07455,380,204
g07456,607,497
g07457,101,97
g07458,733,644
g07459,3,0
g07460,0,3
g07461,48,10
g07462,0,0
g07463,5,1
g07464,37,17
g07465,0,0
g07466,131,109
g07467,99,149
g07468,28,51
g07469,120,117
g07470,393,343
g07471,3,4
g07472,0,0
g07473,0,0
g07474,152,123
g07475,8,8
g07476,0,0
g07477,0,0
g07478,0,0
g07479,26,46
g07480,430,324
g07481,4,7
g07482,326,238
g07483,105,72
g07484,101,82
g07485,241,198
g07486,185,160
g07487,116,136
g07488,507,527
g07489,399,402
g07490,433,386
g07491,20,15
g07492,181,147
g07493,698,623
g07494,43,52
g07495,62,78
g07496,8683,5295
g07497,401,353
g07498,1054,835
g07499,205,210
g07500,9,14
g07501,113,89
g07502,61,59
g07503,19,35
g07504,19,32
g07505,26,75
g07506,471,405
g07507,1,2
g07508,501,386
g07509,245,259
g07510,25,155
g07511,0,0
g07512,0,0
g07513,0,0
g07514,0,0
g07515,0,0
g07516,0,0
g07517,4,97
g07518,0,0
g07519,1,1
g07520,0,0
g07521,0,0
g07522,0,0
g07523,0,0
g07524,0,0
g07525,1,1
g07526,0,1
g07527,12,1
g07528,5,1
g07529,11,12
g07530,27,41
g07531,56,69
g07532,37,40
g07533,20,14
g07534,219,280
g07535,325,272
g07536,83,55
g07537,749,593
g07538,0,1
g07539,0,0
g07540,4317,2625
g07541,1142,1026
g07542,287,307
g07543,3,0
g07544,89,100
g07545,8,15
g07546,98,102
g07547,0,1
g07548,199,257
g07549,12,6
g07550,391,316
g07551,60,62
g07552,0,0
g07553,8,24
g07554,340,307
g07555,502,366
g07556,1566,1337
g07557,2,0
g07558,0,0
g07559,0,0
g07560,66,109
g07561,0,0
g07562,0,0
g07563,0,1
g07564,1,3
g07565,14,4
g07566,86,66
g07567,452,432
g07568,168,123
g07569,9,23
g07570,1,6
g07571,425,384
g07572,27,29
g07573,790,595
g07574,0,1
g07575,0,0
g07576,50,124
g07577,1,19
g07578,0,8
g07579,71,118
g07580,412,625
g07581,2,11
g07582,2,5
g07583,2,2
g07584,0,0
g07585,3,3
g07586,48,65
g07587,513,494
g07588,0,0
g07589,843,452
g07590,110,89
g07591,6,21
g07592,14,15
g07593,5,12
g07594,0,0
g07595,0,2
g07596,0,1
g07597,0,0
g07598,59,73
g07599,0,0
g07600,0,0
g07601,1,7
g07602,1,4
g07603,559,347
g07604,21,14
g07605,556,659
g07606,1,0
g07607,0,1
g07608,0,0
g07609,0,0
g07610,0,0
g07611,0,0
g07612,2117,2078
g07613,1134,785
g07614,2,6
g07615,0,1
g07616,0,0
g07617,12,28
g07618,696,1052
g07619,431,548
g07620,15,25
g07621,0,0
g07622,87,46
g07623,796,567
g07624,40,36
g07625,7,8
g07626,2,2
g07627,18,29
g07628,1,2
g07629,4,5
g07630,34,41
g07631,1,2
g07632,1,0
g07633,0,0
g07634,0,0
g07635,2581,1420
g07636,172,205
g07637,85,101
g07638,278,413
g07639,305,353
g07640,5,2
g07641,96,156
g07642,0,1
g07643,338,422
g07644,0,3
g07645,10,157
g07646,13,40
g07647,10,46
g07648,347,341
g07649,2,4
g07650,139,176
g07651,3,6
g07652,4195,4399
g07653,9,14
g07654,1,0
g07655,40,88
g07656,2,19
g07657,327,344
g07658,21,45
g07659,2,4
g07660,82,201
g07661,1,0
g07662,0,0
g07663,0,0
g07664,0,0
g07665,88,223
g07666,2,2
g07667,4,2
g07668,967,649
g07669,791,748
g07670,1,7
g07671,0,1
g07672,0,0
g07673,1,0
g07674,36,65
g07675,222,209
g07676,11,8
g07677,43,53
g07678,6,9
g07679,4,3
g07680,1,1
g07681,0,0
g07682,0,0
g07683,2,1
g07684,4,64
g07685,0,0
g07686,0,0
g07687,0,0
g07688,191,291
g07689,0,0
g07690,0,0
g07691,0,0
g07692,0,0
g07693,0,0
g07694,1,2
g07695,0,0
g07696,0,0
g07697,7,120
g07698,0,0
g07699,121,148
g07700,301,258
g07701,27,24
g07702,127,112
g07703,7,3
g07704,1025,688
g07705,927,640
g07706,839,646
g07707,891,321
g07708,3494,2612
g07709,141,163
g07710,11,17
g07711,25,59
g07712,11,12
g07713,241,239
g07714,0,0
g07715,950,757
g07716,544,771
g07717,2,3
g07718,4,12
g07719,1808,1457
g07720,4527,2714
g07721,106,116
g07722,477,365
g07723,5,8
g07724,0,1
g07725,83,100
g07726,5,2
g07727,732,827
g07728,13,10
g07729,0,0
g07730,1,43
g07731,0,0
g07732,0,0
g07733,0,0
g07734,170,226
g07735,0,0
g07736,0,0
g07737,67,91
g07738,491,537
g07739,2,0
g07740,173,135
g07741,27841,24775
g07742,489,790
g07743,345,291
g07744,2,6
g07745,593,452
g07746,0,0
g07747,0,0
g07748,0,5
g07749,67,86
g07750,2051,1297
g07751,114,98
g07752,3,6
g07753,20,16
g07754,0,0
g07755,72,77
g07756,0,0
g07757,0,0
g07758,627,775
g07759,1,0
g07760,0,0
g07761,0,0
g07762,403,286
g07763,225,106
g07764,8,8
g07765,825,705
g07766,8,13
g07767,8,11
g07768,491,326
g07769,16,6
g07770,1235,524
g07771,667,551
g07772,115,125
g07773,533,870
g07774,16,28
g07775,1,0
g07776,2,2
g07777,0,0
g07778,381,339
g07779,123,90
g07780,35,71
g07781,1,0
g07782,2,3
g07783,0,1
g07784,65,88
g07785,5,6
g07786,0,0
g07787,0,0
g07788,0,0
g07789,0,0
g07790,690,685
g07791,9,43
g07792,112,156
g07793,1,0
g07794,9,12
g07795,49,42
g07796,71,89
g07797,12,14
g07798,66,49
g07799,1,2
g07800,259,199
g07801,883,771
g07802,145,195
g07803,3,3
g07804,0,0
g07805,0,0
g07806,2,2
g07807,1,0
g07808,0,1
g07809,10,25
g07810,0,1
g07811,0,0
g07812,130,154
g07813,664,588
g07814,45,66
g07815,0,0
g07816,0,0
g07817,18,33
g07818,0,1
g07819,0,0
g07820,1,0
g07821,55,110
g07822,112,109
g07823,58,55
g07824,178,243
g07825,88,93
g07826,1318,1601
g07827,0,0
g07828,657,544
g07829,0,0
g07830,67,85
g07831,8,10
g07832,158,121
g07833,664,307
g07834,4673,3190
g07835,234,174
g07836,4,1
g07837,0,0
g07838,0,1
g07839,452,408
g07840,1429,1244
g07841,6726,5912
g07842,4917,3273
g07843,2,11
g07844,0,3
g07845,40,115
g07846,0,0
g07847,0,0
g07848,9,13
g07849,93,85
g07850,0,0
g07851,129,172
g07852,454,616
g07853,1788,1002
g07854,1,1
g07855,0,0
g07856,3,0
g07857,76,129
g07858,0,0
g07859,0,0
g07860,0,0
g07861,0,0
g07862,0,0
g07863,0,0
g07864,0,0
g07865,0,0
g07866,0,0
g07867,0,0
g07868,0,0
g07869,0,0
g07870,0,0
g07871,1,4
g07872,401,231
g07873,0,0
g07874,3,4
g07875,0,1
g07876,0,0
g07877,1,8
g07878,1,2
g07879,0,1
g07880,0,5
g07881,1,1
g07882,26,95
g07883,2,7
g07884,0,0
g07885,0,0
g07886,9,58
g07887,0,4
g07888,198,369
g07889,41,38
g07890,88,89
g07891,80,98
g07892,0,0
g07893,0,0
g07894,108,72
g07895,2,16
g07896,22,46
g07897,631,531
g07898,8,22
g07899,1,3
g07900,0,0
g07901,0,0
g07902,935,1337
g07903,202,272
g07904,77,99
g07905,0,0
g07906,1072,1139
g07907,83,365
g07908,45,111
g07909,1456,1190
g07910,2601,1672
g07911,2604,2224
g07912,469,534
g07913,39,40
g07914,53,79
g07915,0,0
g07916,7,4
g07917,937,904
g07918,42,109
g07919,1,0
g07920,1,2
g07921,0,0
g07922,0,0
g07923,1,0
g07924,0,0
g07925,2,18
g07926,6,6
g07927,7,21
g07928,48,64
g07929,0,1
g07930,65,55
g07931,0,2
g07932,0,0
g07933,0,0
g07934,1376,1974
g07935,5,3
g07936,423,438
g07937,18,26
g07938,639,648
g07939,1,1
g07940,78,145
g07941,755,1227
g07942,139,245
g07943,1,0
g07944,0,4
g07945,0,0
g07946,0,0
g07947,8,7
g07948,406,292
g07949,6,4
g07950,164,165
g07951,52,72
g07952,19,33
g07953,0,0
g07954,37,111
g07955,1,0
g07956,8,15
g07957,895,845
g07958,16,50
g07959,533,611
g07960,5,47
g07961,6,4
g07962,96,79
g07963,6,1
g07964,382,416
g07965,159,208
g07966,2205,1835
g07967,70,191
g07968,0,2
g07969,59,85
g07970,58,57
g07971,854,472
g07972,1,0
g07973,0,4
g07974,31,61
g07975,2,5
g07976,3,3
g07977,1,0
g07978,35,47
g07979,0,0
g07980,218,198
g07981,204,223
g07982,30,14
g07983,7,1
g07984,0,0
g07985,1203,1027
g07986,106,78
g07987,7,10
g07988,0,1
g07989,7,48
g07990,13,18
g07991,6,16
g07992,0,1
g07993,9,131
g07994,739,653
g07995,15,34
g07996,0,0
g07997,0,2
g07998,682,550
g07999,901,862
g08000,6,7
g08001,1,1
g08002,509,411
g08003,1314,1126
g08004,5176,3817
g08005,70,42
g08006,0,0
g08007,238,254
g08008,183,236
g08009,1,10
g08010,0,0
g08011,0,0
g08012,0,0
g08013,0,0
g08014,1,0
g08015,1,0
g08016,0,1
g08017,0,0
g08018,0,0
g08019,4,25
g08020,42,150
g08021,0,0
g08022,1786,1704
g08023,2402,1795
g08024,397,356
g08025,0,0
g08026,5,6
g08027,1,3
g08028,0,1
g08029,4002,2896
g08030,129,159
g08031,120,118
g08032,274,284
g08033,153,79
g08034,541,859
g08035,16,19
g08036,1,0
g08037,0,0
g08038,15,36
g08039,0,0
g08040,56,81
g08041,1,4
g08042,0,0
g08043,679,690
g08044,3,11
g08045,1665,1519
g08046,49,66
g08047,0,0
g08048,2,22
g08049,0,2
g08050,131,333
g08051,42,123
g08052,6,38
g08053,0,1
g08054,0,5
g08055,2,9
g08056,958,844
g08057,25,36
g08058,1489,940
g08059,34,111
g08060,3,3
g08061,348,250
g08062,0,0
g08063,18,28
g08064,76,82
g08065,954,711
g08066,281,255
g08067,0,5
g08068,138,186
g08069,3,43
g08070,0,0
g08071,1469,1697
g08072,1,1
g08073,0,1
g08074,548,431
g08075,1,1
g08076,1,2
g08077,7,3
g08078,1274,687
g08079,555,488
g08080,148,150
g08081,1,1
g08082,2538,2502
g08083,2102,1882
g08084,218,249
g08085,1,3
g08086,242,186
g08087,2213,1718
g08088,430,283
g08089,367,314
g08090,12,17
g08091,1,1
g08092,0,2
g08093,46,34
g08094,2,0
g08095,3022,2933
g08096,21,17
g08097,0,0
g08098,1155,681
g08099,409,440
g08100,0,0
g08101,335,286
g08102,5,5
g08103,446,466
g08104,1,7
g08105,63,68
g08106,231,229
g08107,1,3
g08108,0,0
g08109,0,0
g08110,0,0
g08111,76,120
g08112,0,0
g08113,0,0
g08114,0,0
g08115,1,4
g08116,492,384
g08117,0,0
g08118,1,7
g08119,0,6
g08120,0,0
g08121,0,0
g08122,853,648
g08123,0,0
g08124,300,290
g08125,0,0
g08126,0,0
g08127,157,161
g08128,97,100
g08129,2,2
g08130,64,67
g08131,241,174
g08132,0,1
g08133,0,2
g08134,0,0
g08135,6,7
g08136,0,0
g08137,0,0
g08138,0,0
g08139,0,2
g08140,93,501
g08141,0,2
g08142,0,0
g08143,983,726
g08144,33,29
g08145,549,650
g08146,0,3
g08147,0,0
g08148,0,0
g08149,135,111
g08150,358,553
g08151,104,215
g08152,0,0
g08153,0,0
g08154,0,0
g08155,1,1
g08156,0,0
g08157,0,0
g08158,1813,1101
g08159,10,27
g08160,17,132
g08161,0,0
g08162,249,288
g08163,2,9
g08164,20,30
g08165,144,215
g08166,56,284
g08167,0,0
g08168,108,111
g08169,46,53
g08170,342,240
g08171,6,30
g08172,1,7
g08173,0,0
g08174,168,206
g08175,14,29
g08176,1079,825
g08177,561,389
g08178,33,52
g08179,284,306
g08180,208,165
g08181,895,666
g08182,164,193
g08183,80,60
g08184,109,126
g08185,8,2
g08186,0,0
g08187,1905,1195
g08188,2,5
g08189,2774,1854
g08190,6,8
g08191,74,70
g08192,561,439
g08193,60,46
g08194,2,4
g08195,591,495
g08196,1172,874
g08197,0,0
g08198,1930,1494
g08199,324,378
g08200,140,116
g08201,313,322
g08202,80,28
g08203,0,0
g08204,275,267
g08205,105,118
g08206,3,14
g08207,0,0
g08208,356,765
g08209,16,37
g08210,6,6
g08211,0,0
g08212,0,0
g08213,2724,1794
g08214,0,0
g08215,2,16
g08216,0,0
g08217,0,14
g08218,0,0
g08219,0,26
g08220,0,2
g08221,62,80
g08222,7,8
g08223,192,192
g08224,33,43
g08225,1,0
g08226,367,356
g08227,0,2
g08228,0,0
g08229,1,1
g08230,4,1
g08231,4,1
g08232,1133,836
g08233,3,1
g08234,9,18
g08235,5,99
g08236,1146,1425
g08237,85,48
g08238,13,43
g08239,0,0
g08240,81,95
g08241,0,0
g08242,0,0
g08243,7,15
g08244,0,0
g08245,0,0
g08246,2,3
g08247,0,4
g08248,0,1
g08249,0,0
g08250,339,437
g08251,88,75
g08252,0,0
g08253,86,108
g08254,752,957
g08255,16,30
g08256,139,292
g08257,0,1
g08258,1,0
g08259,6,14
g08260,1147,686
g08261,2,3
g08262,7,10
g08263,57,69
g08264,0,0
g08265,0,0
g08266,0,0
g08267,16,16
g08268,0,1
g08269,508,32
g08270,63,55
g08271,4,4
g08272,30,6
g08273,2,7
g08274,376,203
g08275,5,1
g08276,372,264
g08277,332,336
g08278,22745,16327
g08279,136,108
g08280,8,6
g08281,8,1
g08282,4,6
g08283,1,2
g08284,0,1
g08285,1278,865
g08286,310,348
g08287,0,0
g08288,12,26
g08289,1,16
g08290,0,1
g08291,0,0
g08292,0,0
g08293,0,0
g08294,0,0
g08295,0,0
g08296,0,0
g08297,2,5
g08298,4,34
g08299,14,32
g08300,0,0
g08301,4,2
g08302,50,54
g08303,82,135
g08304,3,6
g08305,29,23
g08306,0,4
g08307,6,23
g08308,924,594
g08309,38,18
g08310,1126,1017
g08311,20,20
g08312,60,54
g08313,95,74
g08314,91,64
g08315,244,130
g08316,55,65
g08317,103,90
g08318,2476,2296
g08319,59,75
g08320,3281,2628
g08321,799,794
g08322,1029,1234
g08323,14347,13755
g08324,17,35
g08325,0,0
g08326,8935,8667
g08327,2,1
g08328,268,267
g08329,911,1093
g08330,0,0
g08331,0,0
g08332,0,0
g08333,66,51
g08334,676,435
g08335,247,238
g08336,373,372
g08337,646,620
g08338,177,196
g08339,248,186
